user id: Y17704,start time: 1658355396490,application version: 0.1
timestamp,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position
"1658355396521","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396538","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396561","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396595","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396627","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396661","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396690","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396731","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396761","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
"1658355396791","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, 0.0, 0.0)","Quad","","","",""
