user id: 00008b,start time: 1659797010558
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1659797427984","Instantiating instructions.","05-Task3Scene","False","(-1.81, -0.17, 0.05)","(0.30, 0.87, -0.40)","(-1.78, -0.08, 0.01)","Quad","null","null","null","null","(-1.81, -0.17, 0.05)","(0.30, 0.87, -0.40)","(-1.78, -0.08, 0.01)","Quad","(-1.05, 1.31, -1.18)","","","","showing_instructions"
"1659797436122","Instructions finished.","05-Task3Scene","False","(-1.58, -0.34, 0.02)","(0.96, 0.28, -0.05)","(-0.77, -0.10, -0.03)","Body Text","null","null","null","null","(-1.58, -0.34, 0.02)","(0.96, 0.28, -0.05)","(-0.77, -0.10, -0.03)","Body Text","","","","","instructions_finished"
"1659797437116","Middle instructions finished, starting the timer.","05-Task3Scene","False","(-1.63, -0.32, 0.02)","(0.94, 0.34, -0.08)","(-1.54, -0.28, 0.01)","Quad","null","null","null","null","(-1.63, -0.32, 0.02)","(0.94, 0.34, -0.08)","(-1.54, -0.28, 0.01)","Quad","","","","",""
"1659797437124","Openning the timer.","05-Task3Scene","False","(-1.63, -0.32, 0.02)","(0.94, 0.34, -0.08)","(-1.54, -0.28, 0.01)","Quad","null","null","null","null","(-1.63, -0.32, 0.02)","(0.94, 0.34, -0.08)","(-1.54, -0.28, 0.01)","Quad","","","","","openning_timer"
"1659797447147","User failed to press the button on time, instantaiting failed instructions.","05-Task3Scene","False","(-1.59, -0.18, 0.28)","(0.88, -0.29, 0.37)","(-1.14, -0.33, 0.47)","CustomButton2","null","null","null","null","(-1.59, -0.18, 0.28)","(0.88, -0.29, 0.37)","(-1.14, -0.33, 0.47)","CustomButton2","(1.01, -0.62, 1.51)","(-1.20, -0.34, 0.61)","(-1.15, -0.34, 0.50)","(-1.09, -0.34, 0.38)","user_failed"
"1659797447147","Closing the timer.","05-Task3Scene","False","(-1.59, -0.18, 0.28)","(0.88, -0.29, 0.37)","(-1.14, -0.33, 0.47)","CustomButton2","null","null","null","null","(-1.59, -0.18, 0.28)","(0.88, -0.29, 0.37)","(-1.14, -0.33, 0.47)","CustomButton2","(1.01, -0.62, 1.51)","(-1.20, -0.34, 0.61)","(-1.15, -0.34, 0.50)","(-1.09, -0.34, 0.38)","closing_timer"
"1659797448187","Instantiating instructions.","05-Task3Scene","False","(-1.57, -0.18, 0.31)","(0.88, -0.28, 0.38)","(-1.48, -0.21, 0.35)","Quad","null","null","null","null","(-1.57, -0.18, 0.31)","(0.88, -0.28, 0.38)","(-1.48, -0.21, 0.35)","Quad","(1.04, -1.07, 1.40)","","","","showing_instructions"
"1659797456289","Instructions finished.","05-Task3Scene","False","(-1.62, -0.29, 0.24)","(0.42, -0.84, 0.34)","(-1.19, -1.15, 0.59)","Header Text","(-1.67, -0.81, 0.31)","(-1.69, -0.78, 0.38)","null","null","(-1.62, -0.29, 0.24)","(0.42, -0.84, 0.34)","(-1.19, -1.15, 0.59)","Header Text","","","","","instructions_finished"
"1659797457275","Reseting all buttons.","05-Task3Scene","False","(-1.49, -0.23, 0.22)","(0.65, -0.65, 0.38)","(-1.42, -0.30, 0.26)","Quad","null","null","null","null","(-1.49, -0.23, 0.22)","(0.65, -0.65, 0.38)","(-1.42, -0.30, 0.26)","Quad","","","","",""
"1659797651622","Button 2 pressed, playing animation 2.","05-Task3Scene","False","(-1.85, -0.22, -0.19)","(0.82, -0.12, 0.57)","(0.00, 0.00, 0.00)","","null","null","(-1.38, -0.38, 0.06)","(-1.45, -0.41, -0.03)","(-1.85, -0.22, -0.19)","(0.82, -0.12, 0.57)","(0.00, 0.00, 0.00)","","(0.57, -0.63, 1.44)","(-1.48, -0.36, 0.20)","(-1.41, -0.36, 0.10)","(-1.34, -0.36, 0.00)","button2_pressed"
"1659797659683","Animation finished.","05-Task3Scene","False","(-1.96, -0.27, -0.18)","(0.60, -0.63, 0.49)","(0.00, 0.00, 0.00)","","null","null","null","null","(-1.96, -0.27, -0.18)","(0.60, -0.63, 0.49)","(0.00, 0.00, 0.00)","","(-0.95, -1.94, 0.56)","","","","animation_finished"
"1659797660686","Instantiating middle instructions.","05-Task3Scene","False","(-1.96, -0.28, -0.16)","(0.60, -0.62, 0.50)","(-1.90, -0.34, -0.11)","Quad","null","null","null","null","(-1.96, -0.28, -0.16)","(0.60, -0.62, 0.50)","(-1.90, -0.34, -0.11)","Quad","(-1.00, -1.96, 0.58)","","","",""
"1659797660687","Instantiating instructions.","05-Task3Scene","False","(-1.96, -0.28, -0.16)","(0.60, -0.62, 0.50)","(-1.90, -0.34, -0.11)","Quad","null","null","null","null","(-1.96, -0.28, -0.16)","(0.60, -0.62, 0.50)","(-1.90, -0.34, -0.11)","Quad","(-1.00, -1.96, 0.58)","","","","showing_instructions"
"1659797668878","Instructions finished.","05-Task3Scene","False","(-2.09, -0.20, -0.24)","(0.32, 0.18, 0.93)","(-1.75, -0.01, 0.72)","Body Text","null","null","null","null","(-2.09, -0.20, -0.24)","(0.32, 0.18, 0.93)","(-1.75, -0.01, 0.72)","Body Text","","","","","instructions_finished"
"1659797669887","Middle instructions finished, starting the timer.","05-Task3Scene","False","(-2.04, -0.22, -0.25)","(0.50, -0.02, 0.86)","(-1.99, -0.22, -0.16)","Quad","null","null","null","null","(-2.04, -0.22, -0.25)","(0.50, -0.02, 0.86)","(-1.99, -0.22, -0.16)","Quad","","","","",""
"1659797669887","Openning the timer.","05-Task3Scene","False","(-2.04, -0.22, -0.25)","(0.50, -0.02, 0.86)","(-1.99, -0.22, -0.16)","Quad","null","null","null","null","(-2.04, -0.22, -0.25)","(0.50, -0.02, 0.86)","(-1.99, -0.22, -0.16)","Quad","","","","","openning_timer"
"1659797679887","User failed to press the button on time, instantaiting failed instructions.","05-Task3Scene","False","(-2.17, -0.24, -0.22)","(0.26, -0.34, 0.90)","(0.00, 0.00, 0.00)","","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","null","null","(-2.17, -0.24, -0.22)","(0.26, -0.34, 0.90)","(0.00, 0.00, 0.00)","","(-0.99, -0.52, 2.39)","(-2.06, -0.35, 0.25)","(-1.95, -0.35, 0.20)","(-1.83, -0.35, 0.15)","user_failed"
"1659797679887","Closing the timer.","05-Task3Scene","False","(-2.17, -0.24, -0.22)","(0.26, -0.34, 0.90)","(0.00, 0.00, 0.00)","","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","null","null","(-2.17, -0.24, -0.22)","(0.26, -0.34, 0.90)","(0.00, 0.00, 0.00)","","(-0.99, -0.52, 2.39)","(-2.06, -0.35, 0.25)","(-1.95, -0.35, 0.20)","(-1.83, -0.35, 0.15)","closing_timer"
"1659797680883","Instantiating instructions.","05-Task3Scene","False","(-2.12, -0.35, -0.20)","(0.37, -0.93, 0.10)","(-2.08, -0.45, -0.19)","Quad","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","null","null","(-2.12, -0.35, -0.20)","(0.37, -0.93, 0.10)","(-2.08, -0.45, -0.19)","Quad","(-1.03, -2.41, 1.21)","","","","showing_instructions"
"1659797689088","Instructions finished.","05-Task3Scene","False","(-1.99, -0.43, 0.23)","(-0.35, -0.79, 0.50)","(0.00, 0.00, 0.00)","","null","null","null","null","(-1.99, -0.43, 0.23)","(-0.35, -0.79, 0.50)","(0.00, 0.00, 0.00)","","","","","","instructions_finished"
"1659797690088","Reseting all buttons.","05-Task3Scene","False","(-2.00, -0.45, 0.25)","(-0.44, -0.73, 0.52)","(-2.05, -0.52, 0.30)","Quad","null","null","null","null","(-2.00, -0.45, 0.25)","(-0.44, -0.73, 0.52)","(-2.05, -0.52, 0.30)","Quad","","","","",""
