user id: 000013,start time: 1659891964841,application version: 0.1
timestamp,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position
"1659891964866","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","Quad","","","",""
"1659891964873","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891964905","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891964953","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891964972","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965017","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965049","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965071","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965113","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965141","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965177","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965212","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965243","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965273","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965309","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965343","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965376","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965414","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965446","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965478","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965521","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965545","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965581","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965611","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965641","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965673","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965710","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965741","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965771","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965811","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965841","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965890","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965930","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965963","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891965977","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966010","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966044","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966073","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966105","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966144","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966170","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966216","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966246","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966271","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966311","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966350","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966381","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966414","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966451","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966477","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966510","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966542","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966573","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966605","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966641","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966671","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966701","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966743","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966777","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966810","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966841","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966873","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966911","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966940","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891966971","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.1)","Quad","","","",""
"1659891967016","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","",""
"1659891967051","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","",""
"1659891967070","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","",""
"1659891967113","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","",""
"1659891967145","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","",""
"1659891967181","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","",""
"1659891967211","False","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","",""
