user id: 000002,start time: 1658508294611,application version: 0.1
timestamp,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position
"1658508294621","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, 0.0, 0.0)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, 0.0, 0.0)","Quad","","","",""
"1658508294633","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294642","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294661","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294681","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294691","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294711","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294731","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294741","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
"1658508294761","False","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(-0.1, 0.0, 0.0)","(-0.4, -0.4, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","",""
